,title,artist,year,bpm,en,dnce,loud,live,val,dur,acous,speech,pop
1282,My Hometown,Bruce Springsteen,1984,117,34,65,-12,7,39,280,49,4,58
1283,Slippery People - Live,Talking Heads,1984,111,85,64,-8,68,84,241,22,4,54
1284,The Power Of Love,Frankie Goes To Hollywood,1984,123,16,46,-17,18,10,333,38,3,72
1285,The Boys Of Summer,Don Henley,1984,177,55,52,-14,18,91,289,50,4,76
1286,Private Dancer - 2015 Remaster,Tina Turner,1984,115,57,59,-10,9,47,434,36,4,59
1287,Easy Lover,Philip Bailey,1984,129,92,74,-5,8,93,306,11,4,64
1288,Be My Number Two,Joe Jackson,1984,110,31,40,-10,37,28,260,34,3,52
1289,Tinseltown in the Rain,The Blue Nile,1984,118,82,78,-7,8,91,358,6,3,55
1290,Glory Days,Bruce Springsteen,1984,117,96,57,-5,12,98,255,5,3,67
1291,It's My Life - 1997 Remaster,Talk Talk,1984,126,80,63,-8,40,87,232,20,3,69
1292,Heaven,Bryan Adams,1984,140,59,38,-7,12,34,243,5,3,76
1293,Smalltown Boy,Bronski Beat,1984,135,58,69,-11,12,94,302,29,3,71
1294,I Would Die 4 U,Prince,1984,135,75,73,-10,20,64,179,9,3,60
1295,Thank God It's Christmas - 2011 Remaster,Queen,1984,86,42,30,-9,23,33,262,22,3,72
1296,Let's Go Crazy,Prince,1984,196,93,31,-6,11,38,280,2,13,62
1297,Wake Me up Before You Go-Go,Wham!,1984,82,57,62,-12,6,90,231,27,4,79
1298,You'll Never Walk Alone,Lee Towers,1984,79,27,34,-16,26,14,210,61,3,44
1299,Run To You,Bryan Adams,1984,127,81,56,-6,29,64,233,1,3,65
1300,Perhaps Love,John Denver,1984,81,25,39,-11,10,20,177,79,4,59
1301,Don't Answer Me,The Alan Parsons Project,1984,115,78,62,-9,22,63,252,7,3,57
1302,Nightporter,Japan,1984,110,8,52,-20,10,10,408,75,3,41
1303,Big in Japan,Alphaville,1984,98,41,75,-15,34,24,286,7,4,66
1304,Relax,Frankie Goes To Hollywood,1984,115,70,68,-13,5,69,237,33,4,61
1305,Two Tribes,Frankie Goes To Hollywood,1984,130,62,54,-13,37,20,208,0,4,54
1306,Dancing with Tears in My Eyes,Ultravox,1984,144,91,59,-8,60,93,244,15,4,59
1307,That Was Yesterday,Foreigner,1984,115,68,43,-7,21,51,229,5,3,54
1308,How Soon Is Now? - 2011 Remaster,The Smiths,1984,191,93,40,-7,9,73,408,0,6,70
1309,No Surrender,Bruce Springsteen,1984,154,95,35,-5,56,86,240,0,5,52
1310,Brothers in Arms,Dire Straits,1985,79,44,22,-9,12,13,419,50,4,52
1311,Jeanny,Falco,1985,106,66,65,-10,19,45,356,45,5,58
1312,Money for Nothing,Dire Straits,1985,134,66,67,-9,6,66,506,5,4,62
1313,Kronenburg Park,Frank Boeijen Groep,1985,90,55,50,-13,10,45,244,45,3,53
1314,Walk of Life,Dire Straits,1985,172,94,46,-7,12,80,252,44,11,61
1315,Take on Me,a-ha,1985,84,90,57,-8,9,88,225,2,5,83
1316,Groot Hart,De Dijk,1985,129,46,78,-14,22,66,195,46,4,26
1317,Alive And Kicking,Simple Minds,1985,103,91,57,-4,13,56,289,8,4,64
1318,Holding Back the Years - 2008 Remaster,Simply Red,1985,86,51,71,-9,10,52,270,58,3,68
1319,Running Up That Hill (A Deal With God),Kate Bush,1985,108,55,63,-13,6,20,299,72,6,67
1320,Cloudbusting,Kate Bush,1985,113,25,68,-17,8,81,310,70,3,60
1321,Binnen Zonder Kloppen,De Dijk,1985,117,47,73,-13,14,58,284,17,4,26
1322,Nikita,Elton John,1985,87,66,63,-9,7,75,343,12,3,68
1323,Everybody Wants To Rule The World,Tears For Fears,1985,112,80,65,-12,10,54,251,35,5,80
1324,Eye of the Tiger,Survivor,1985,109,60,82,-9,9,55,246,13,3,76
1325,Russians,Sting,1985,116,28,44,-18,18,20,238,46,4,50
1326,Dancing in the Street - 2002 Remaster,David Bowie,1985,131,82,60,-14,13,74,205,12,4,57
1327,Raspberry Beret,Prince,1985,121,67,76,-13,7,91,215,21,4,69
1328,Your Latest Trick,Dire Straits,1985,123,41,70,-14,14,26,394,72,3,46
1329,Road to Nowhere,Talking Heads,1985,110,71,66,-8,15,63,259,4,3,55
1330,Why Worry,Dire Straits,1985,94,13,60,-21,11,11,511,93,3,44
1331,Close to Me - Remastered,The Cure,1985,185,52,73,-11,8,96,203,7,12,60
1332,So Far Away,Dire Straits,1985,114,46,69,-12,6,70,312,25,3,50
1333,Broken Wings,Mr. Mister,1985,99,50,29,-14,11,44,344,13,4,60
1334,Shout,Tears For Fears,1985,98,94,51,-10,14,50,394,17,4,71
1335,Josephine,Chris Rea,1985,110,47,66,-16,5,66,238,2,3,57
1336,Greatest Love of All,Whitney Houston,1985,131,31,50,-16,12,25,291,48,3,66
1337,In Between Days - 2006 Remaster,The Cure,1985,143,83,54,-6,17,71,178,11,3,54
1338,I Got You Babe,UB40,1985,174,61,76,-13,11,86,189,8,7,65
1339,Moon Over Bourbon Street,Sting,1985,125,6,41,-22,10,18,240,67,4,51
1340,We Are The World,U.S.A. For Africa,1985,73,45,53,-15,7,29,427,19,4,70
1341,Out In The Fields,Gary Moore,1985,180,95,44,-8,39,36,258,3,6,52
1342,Hunting High and Low,a-ha,1985,117,67,60,-8,11,30,224,4,3,37
1343,Take Me Home - 2016 Remaster,Phil Collins,1985,119,81,62,-8,5,58,354,47,5,56
1344,Master of Puppets (Remastered),Metallica,1986,105,83,54,-9,15,56,515,0,4,67
1345,Angel Of Death,Slayer,1986,90,100,28,-4,15,10,291,0,16,57
1346,Livin' On A Prayer,Bon Jovi,1986,123,89,53,-4,29,80,249,8,3,83
1347,Graceland,Paul Simon,1986,118,71,73,-9,8,85,291,63,3,65
1348,Don't Give Up - 2012 Remaster,Peter Gabriel,1986,161,26,54,-16,8,36,394,83,5,45
1349,Sometimes It Snows in April,Prince,1986,104,6,49,-24,10,6,409,83,4,53
1350,A Kind Of Magic - Remastered 2011,Queen,1986,130,78,67,-6,12,70,264,2,4,54
1351,The Final Countdown,Europe,1986,118,84,54,-7,6,19,310,6,6,75
1352,De Verzoening,Frank Boeijen Groep,1986,101,31,61,-15,6,28,302,70,3,47
1353,I Want You,Elvis Costello & The Attractions,1986,123,13,50,-18,36,21,401,35,8,51
1354,You Can Call Me Al,Paul Simon,1986,128,76,78,-8,8,82,280,18,5,75
1355,Don't Dream It's Over,Crowded House,1986,82,42,44,-17,7,55,237,1,4,72
1356,Land of Confusion - 2007 Remaster,Genesis,1986,115,91,63,-7,23,81,287,4,4,56
1357,Life's What You Make It - 1997 Remaster,Talk Talk,1986,92,80,53,-8,4,94,269,0,3,59
1358,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,1986,136,77,52,-6,14,88,245,4,3,73
1359,You Give Love A Bad Name,Bon Jovi,1986,123,96,54,-3,34,81,223,7,5,80
1360,The Lady In Red,Chris de Burgh,1986,77,29,55,-17,4,49,256,33,3,74
1361,One Vision - Remastered 2011,Queen,1986,120,92,46,-7,34,33,311,4,26,49
1362,Diamonds on the Soles of Her Shoes,Paul Simon,1986,111,68,79,-10,22,88,349,78,4,63
1363,Absolute Beginners - 2002 Remaster,David Bowie,1986,114,77,56,-9,21,43,338,7,4,46
1364,Friends Will Be Friends - Remastered 2011,Queen,1986,75,53,44,-8,34,35,247,4,3,50
1365,Kiss,Prince,1986,111,27,90,-12,5,74,226,1,9,74
1366,In A Lifetime,Clannad,1986,134,38,44,-16,7,30,192,66,3,32
1367,Wanted Dead Or Alive,Bon Jovi,1986,150,80,25,-4,31,25,309,13,4,73
1368,True Colors,Cyndi Lauper,1986,172,14,39,-17,10,26,226,79,4,69
1369,Bigmouth Strikes Again - 2011 Remaster,The Smiths,1986,135,90,40,-5,54,84,193,7,4,67
1370,Anne,Herman van Veen,1986,115,8,67,-27,17,28,228,67,4,42
1371,You Can Leave Your Hat On,Joe Cocker,1986,174,54,65,-13,19,90,255,12,3,58
1372,Living in Another World - 1997 Remaster,Talk Talk,1986,111,86,56,-8,23,94,418,0,3,53
1373,"Fire - Live at the Winterland, San Francisco, CA - December 1978",Bruce Springsteen,1986,120,32,43,-21,98,52,193,20,17,41
1374,Sledgehammer - 2012 Remaster,Peter Gabriel,1986,96,68,64,-8,4,47,312,4,4,57
1375,Don't Leave Me This Way (with Sarah Jane Morris),The Communards,1986,132,93,64,-6,13,90,271,14,3,64
1376,The Way It Is,Bruce Hornsby,1986,111,69,58,-12,14,53,298,61,3,66
1377,Walk This Way (feat. Aerosmith),Run–D.M.C.,1986,106,58,76,-13,6,94,310,1,5,68
1378,I'll Be Over You,TOTO,1986,82,28,52,-18,26,41,230,6,3,68
1379,Why Can't This Be Love,Van Halen,1986,88,63,53,-13,8,75,228,6,5,65
1380,In Your Eyes - 2012 Remaster,Peter Gabriel,1986,89,65,62,-9,7,63,330,6,4,54
1381,Fight For Your Right,Beastie Boys,1986,134,86,50,-6,8,42,209,1,7,68
1382,Homeless (with Ladysmith Black Mambazo),Paul Simon,1986,91,27,40,-16,26,29,228,88,7,49
1383,Live to Tell,Madonna,1986,110,31,67,-14,11,27,353,41,3,56
1384,West End Girls - 2001 Remaster,Pet Shop Boys,1986,113,95,65,-7,29,61,286,1,4,68
1385,Invisible Touch - 2007 Remaster,Genesis,1986,131,88,66,-6,7,84,210,34,3,60
1386,Over De Muur,Klein Orkest,1987,96,32,61,-15,14,29,209,63,5,55
1387,Sweet Child O' Mine,Guns N' Roses,1987,125,95,45,-5,11,62,356,9,5,73
1388,With Or Without You - Remastered,U2,1987,110,43,54,-12,14,11,296,0,3,80
1389,Where The Streets Have No Name - Remastered,U2,1987,126,72,49,-10,16,29,338,1,4,66
1390,I Still Haven't Found What I'm Looking For,U2,1987,101,77,56,-9,9,66,277,1,4,76
1391,Paradise City,Guns N' Roses,1987,100,98,27,-6,18,40,406,2,10,71
1392,Fragile,Sting,1987,82,20,32,-21,9,29,236,91,4,62
1393,Englishman In New York,Sting,1987,102,35,67,-18,9,65,267,40,4,71
1394,Troy,Sinéad O'Connor,1987,116,31,32,-9,44,18,391,48,3,51
1395,Welcome To The Jungle,Guns N' Roses,1987,124,99,45,-4,27,32,273,2,9,72
1396,Tougher Than the Rest,Bruce Springsteen,1987,99,51,60,-11,11,60,274,20,2,62
1397,Smooth Criminal - 2012 Remaster,Michael Jackson,1987,118,98,85,-4,31,60,258,25,8,76
1398,Patience,Guns N' Roses,1987,120,30,46,-13,11,33,355,69,3,66
1399,Everywhere - 2017 Remaster,Fleetwood Mac,1987,115,49,73,-11,9,73,227,26,3,78
1400,I Will Follow - Live,U2,1987,140,90,23,-7,96,49,239,0,6,42
1401,Alone,Heart,1987,175,45,42,-13,10,17,219,64,4,73
1402,Sign 'O' the Times,Prince,1987,198,52,70,-7,8,55,303,1,10,54
1403,In the Dutch Mountains,Nits,1987,85,50,42,-11,6,27,206,55,3,44
1404,Never Tear Us Apart,INXS,1987,97,69,67,-6,17,28,186,5,3,60
1405,Here I Go Again - 2018 Remaster,Whitesnake,1987,90,82,29,-7,16,24,275,1,4,65
1406,Liefde Van Later,Herman van Veen,1987,121,8,50,-22,11,13,252,97,5,41
1407,Unchain My Heart,Joe Cocker,1987,118,67,75,-13,32,70,304,2,4,62
1408,"Non, je ne regrette rien",Édith Piaf,1987,87,35,39,-7,17,44,142,86,3,64
1409,Never Gonna Give You Up,Rick Astley,1987,113,94,73,-12,15,92,213,14,4,66
1410,Running To Stand Still,U2,1987,95,20,54,-19,33,23,257,86,3,55
1411,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,119,82,71,-9,9,87,291,21,5,81
1412,Have A Little Faith In Me,John Hiatt,1987,156,41,45,-11,12,32,245,74,3,51
1413,Suzanne,Herman van Veen,1987,129,16,63,-21,12,18,239,93,3,43
1414,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,1987,114,85,88,-5,14,54,298,5,15,72
1415,The One I Love - Remastered,R.E.M.,1987,128,84,49,-5,35,56,198,0,4,63
1416,Bad - 2012 Remaster,Michael Jackson,1987,114,89,79,-4,7,39,247,0,4,68
1417,Apache,The Shadows,1987,134,45,60,-13,10,78,174,1,3,53
1418,The Cross,Prince,1987,99,64,44,-7,64,25,286,53,6,42
1419,Luka,Suzanne Vega,1987,125,70,63,-11,12,80,232,19,3,45
1420,Seven Wonders - 2017 Remaster,Fleetwood Mac,1987,119,63,71,-10,10,63,222,3,3,63
1421,Lessons In Love,Level 42,1987,113,84,71,-8,30,86,246,16,4,62
1422,Brilliant Disguise,Bruce Springsteen,1987,126,73,70,-12,3,95,255,15,3,57
1423,It's a Sin - 2001 Remaster,Pet Shop Boys,1987,127,86,54,-6,25,29,299,25,4,66
1424,Bullet The Blue Sky,U2,1987,153,64,36,-10,13,45,272,1,4,55
1425,Wonderful Life,Black,1987,106,52,72,-12,21,82,288,71,3,64
1426,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,1987,206,89,38,-9,3,80,247,3,4,67
1427,Is This Love - 2018 Remaster,Whitesnake,1987,180,76,26,-7,23,43,284,6,4,58
1428,Laat Mij Maar Alleen,Klein Orkest,1987,153,74,45,-10,23,94,201,2,6,40
1429,You Win Again,Bee Gees,1987,169,83,55,-11,22,91,241,9,3,63
1430,Liberian Girl - 2012 Remastered Version,Michael Jackson,1987,105,55,75,-7,13,45,233,46,10,59
1431,Winter in Hamburg,Frank Boeijen Groep,1987,125,47,60,-14,11,53,318,70,3,37
1432,One (Remastered),Metallica,1988,103,69,44,-9,42,43,446,0,6,67
1433,Fast Car,Tracy Chapman,1988,104,29,71,-16,13,19,297,31,4,77
1434,Dreams,Fleetwood Mac,1988,120,34,82,-16,50,79,254,14,4,59
1435,Sara,Fleetwood Mac,1988,127,39,74,-17,9,59,382,38,3,56
1436,Stop Loving You,TOTO,1988,102,65,56,-13,6,60,269,23,3,63
1437,Can I Play with Madness - 2015 Remaster,Iron Maiden,1988,141,98,31,-3,26,63,211,9,10,42
1438,Tonight (With David Bowie) - Live,Tina Turner,1988,102,72,59,-13,93,72,255,20,5,44
1439,Tusk,Fleetwood Mac,1988,181,62,61,-17,45,96,210,24,8,54
1440,Maid Of Orleans,Orchestral Manoeuvres In The Dark,1988,110,53,52,-14,5,35,252,7,3,34
1441,Like The Way I Do,Melissa Etheridge,1988,101,84,60,-13,6,64,324,4,4,57
1442,Little Lies,Fleetwood Mac,1988,125,69,63,-10,16,89,218,12,3,59
1443,Zwart Wit,Frank Boeijen Groep,1988,132,63,55,-12,37,79,186,3,3,46
1444,All I Want Is You,U2,1988,186,44,24,-11,7,40,390,11,3,63
1445,Take This Waltz,Leonard Cohen,1988,142,18,44,-16,24,35,358,84,3,40
1446,Musica è,Eros Ramazzotti,1988,125,28,53,-14,18,6,659,24,3,38
1447,When Love Comes To Town,U2,1988,116,67,65,-11,13,59,254,5,4,50
1448,Ich bin wie du,Marianne Rosenberg,1988,129,74,48,-10,5,60,218,1,8,45
1449,Pamela,TOTO,1988,98,41,58,-16,6,53,310,13,3,53
1450,Orinoco Flow,Enya,1988,115,31,69,-17,10,56,266,80,3,57
1451,Listen to Your Heart,Roxette,1988,86,58,54,-5,11,34,328,11,3,76
1452,Fairytale of New York (feat. Kirsty MacColl),The Pogues,1988,119,65,32,-6,24,47,272,50,3,83
1453,Living Years,Mike & The Mechanics,1988,98,42,52,-13,7,31,330,58,3,55
1454,Mushanga,TOTO,1988,122,31,72,-19,9,51,335,9,4,45
1455,Baby Can I Hold You,Tracy Chapman,1988,74,42,69,-11,8,47,193,8,3,72
1456,Big Love,Fleetwood Mac,1988,125,76,64,-12,13,64,219,1,5,49
1457,Angel Of Harlem,U2,1988,103,69,52,-11,11,93,229,10,3,59
1458,Handle With Care,Traveling Wilburys,1988,115,77,68,-6,25,71,200,11,3,63
1459,(Something Inside) So Strong,Labi Siffre,1988,82,38,68,-10,10,23,337,42,3,50
1460,Into Temptation,Crowded House,1988,84,37,45,-16,8,26,274,48,3,49
1461,Twist in My Sobriety,Tanita Tikaram,1988,115,56,78,-11,7,94,292,7,3,46
1462,Sympathy For The Devil,The Rolling Stones,1989,115,69,57,-11,5,57,377,60,28,56
1463,Another Day in Paradise - 2016 Remaster,Phil Collins,1989,102,56,78,-7,6,37,322,74,3,74
1464,Niemand In De Stad,De Dijk,1989,90,41,63,-13,31,70,291,6,3,41
1465,Rockin' in the Free World,Neil Young,1989,132,88,49,-5,37,52,282,0,3,65
1466,Poison,Alice Cooper,1989,119,91,28,-6,18,26,270,3,11,70
1467,I Want It All - Remastered 2011,Queen,1989,92,84,41,-6,37,39,242,3,5,55
1468,Ik Kan Het Niet Alleen,De Dijk,1989,142,85,53,-12,30,91,239,31,4,52
1469,Leningrad,Billy Joel,1989,139,52,51,-6,12,23,243,38,3,49
1470,Have I Told You Lately,Van Morrison,1989,144,48,34,-10,14,18,260,28,3,68
1471,Lullaby,The Cure,1989,94,56,72,-11,6,59,250,19,3,53
1472,The Best,Tina Turner,1989,104,74,66,-10,12,75,330,11,3,64
1473,Breakthru - Remastered 2011,Queen,1989,90,86,57,-6,36,31,248,6,9,48
1474,Need Your Love So Bad,Fleetwood Mac,1989,147,18,36,-19,10,25,233,13,3,49
1475,Daar Gaat Ze,Clouseau,1989,87,33,63,-15,13,64,229,83,3,39
1476,Personal Jesus - Original Seven Inch Version,Depeche Mode,1989,130,68,64,-12,5,71,225,1,4,61
1477,Kingston Town,UB40,1989,102,25,96,-13,4,80,228,16,6,49
1478,Woman In Chains,Tears For Fears,1989,160,61,43,-8,6,37,391,2,3,66
1479,Nergens Goed Voor,De Dijk,1989,102,59,77,-12,27,72,262,12,3,47
1480,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,1989,126,67,51,-5,31,36,328,29,3,61
1481,If You Don't Know Me by Now - 2008 Remaster,Simply Red,1989,94,35,64,-9,11,20,204,49,3,72
1482,Free Fallin',Tom Petty,1989,84,45,62,-13,6,57,256,21,3,76
1483,Let Love Rule,Lenny Kravitz,1989,153,45,69,-13,7,70,342,3,4,51
1484,Epic,Faith No More,1989,174,89,36,-7,13,26,294,2,12,68
1485,Black Velvet,Alannah Myles,1989,91,37,75,-10,11,47,287,27,3,71
1486,We Didn't Start the Fire,Billy Joel,1989,145,97,71,-5,36,90,288,8,5,73
1487,Sowing The Seeds Of Love,Tears For Fears,1989,172,80,21,-7,36,68,377,1,4,62
1488,New York Minute,Don Henley,1989,132,29,55,-12,4,12,395,33,3,55
1489,Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,1989,115,88,66,-4,27,88,292,18,3,57
1490,Lovesong,The Cure,1989,140,81,61,-8,22,82,210,34,3,60
1491,Monkey Gone to Heaven,Pixies,1989,116,39,65,-12,32,60,177,2,3,61
1492,The Miracle - Remastered 2011,Queen,1989,92,65,48,-6,55,54,301,16,3,33
1493,The Invisible Man - Remastered 2011,Queen,1989,120,79,70,-7,33,56,238,19,4,47
1494,If I Could Turn Back Time,Cher,1989,108,57,66,-10,12,50,240,24,3,72
1495,Love Shack,The B-52's,1989,134,82,72,-6,85,87,322,3,5,69
1496,Thunderstruck,AC/DC,1990,134,89,50,-5,22,26,293,0,4,81
1497,Papa,Stef Bos,1990,120,32,74,-13,8,29,193,72,3,57
1498,Enjoy the Silence - Single Mix,Depeche Mode,1990,113,81,64,-8,8,82,257,16,3,65
1499,Still Got The Blues,Gary Moore,1990,170,39,19,-14,12,32,371,26,4,65
1500,Wind Of Change,Scorpions,1990,152,52,45,-10,10,25,312,32,4,77
1501,Nothing Compares 2 U,Sinéad O'Connor,1990,120,57,51,-7,11,16,280,4,3,71
1502,Silent Lucidity - Remastered/2003,Queensrÿche,1990,140,63,46,-6,12,10,348,5,3,61
1503,Such a Shame,Talk Talk,1990,112,68,60,-11,30,71,258,21,3,57
1504,Hunger Strike,Temple Of The Dog,1990,138,57,37,-11,9,30,246,2,3,59
1505,Candy,Iggy Pop,1990,144,59,62,-11,5,65,253,4,3,60
1506,Send Me An Angel,Scorpions,1990,81,42,15,-12,21,17,273,43,3,69
1507,Don't Go Breaking My Heart,Elton John,1990,131,86,74,-8,7,78,271,18,4,69
1508,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1990,109,51,74,-16,14,90,210,2,3,54
1509,More Than Words,Extreme,1990,92,13,63,-15,11,24,334,47,3,67
1510,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,1990,81,65,52,-7,26,72,259,34,3,73
1511,Domino,Clouseau,1990,75,19,49,-16,22,21,248,72,4,31
1512,Met Hart En Ziel,Tröckener Kecks,1990,167,61,38,-12,26,70,226,11,3,38
1513,Love Rears Its Ugly Head,Living Colour,1990,156,48,62,-9,23,73,259,6,9,50
1514,Hard To Handle,The Black Crowes,1990,104,79,59,-4,31,96,188,0,4,68
1515,Black,Pearl Jam,1991,77,68,36,-6,34,20,343,32,3,75
1516,De Boer Is De Keerl,Normaal,1991,85,40,52,-13,8,63,221,21,3,51
1517,November Rain,Guns N' Roses,1991,80,64,29,-9,11,23,536,2,3,80
1518,Nothing Else Matters,Metallica,1991,142,36,56,-11,8,17,389,5,3,69
1519,Smells Like Teen Spirit,Nirvana,1991,117,91,50,-5,11,72,302,0,6,74
1520,Innuendo - Remastered 2011,Queen,1991,73,73,21,-6,30,17,393,18,6,49
1521,Alive,Pearl Jam,1991,75,88,28,-6,40,60,341,1,4,75
1522,Enter Sandman,Metallica,1991,123,82,58,-9,6,64,332,0,3,74
1523,Who Wants To Live Forever - Remastered 2011,Queen,1991,87,40,14,-9,12,4,295,58,4,51
1524,Under the Bridge,Red Hot Chili Peppers,1991,85,35,56,-13,14,46,264,6,5,81
1525,Deurdonderen,Normaal,1991,175,79,46,-10,11,86,234,1,8,49
1526,The Show Must Go On - 2011 Mix,Queen,1991,83,69,31,-7,11,18,278,41,3,58
1527,Losing My Religion,R.E.M.,1991,126,86,67,-5,10,80,268,18,3,81
1528,Come As You Are,Nirvana,1991,120,82,50,-6,9,54,219,0,4,72
1529,Jeremy,Pearl Jam,1991,109,85,28,-6,18,29,318,4,4,73
1530,One,U2,1991,181,53,39,-9,16,33,276,25,4,77
1531,Knockin' On Heaven's Door,Guns N' Roses,1991,132,74,50,-7,11,38,336,2,4,77
1532,The Unforgiven,Metallica,1991,139,60,54,-10,13,25,387,1,3,65
1533,These Are The Days Of Our Lives - 2011 Remaster,Queen,1991,113,40,69,-10,6,55,255,37,3,49
1534,Lithium,Nirvana,1991,123,66,68,-6,6,49,257,0,4,68
1535,Lekker Op De Trekker ('n Boerinnen-Wervingslied),Mannenkoor Karrespoor,1991,132,49,72,-12,11,97,216,73,4,39
1536,Estranged,Guns N' Roses,1991,89,76,36,-8,37,17,564,1,3,63
1537,Even Flow,Pearl Jam,1991,105,94,39,-7,30,27,293,0,8,75
1538,Hammer To Fall - Remastered 2011,Queen,1991,127,79,43,-5,13,51,218,32,9,55
1539,Sad But True,Metallica,1991,89,85,63,-6,6,43,325,0,3,63
1540,Year of the Cat - 2001 Remaster,Al Stewart,1991,117,61,53,-10,12,53,401,1,3,61
1541,Don't Cry (Original),Guns N' Roses,1991,125,59,46,-9,10,24,284,0,3,74
1542,(Everything I Do) I Do It For You,Bryan Adams,1991,131,37,53,-13,6,25,394,8,3,64
1543,No More Tears,Ozzy Osbourne,1991,103,75,35,-7,65,32,443,0,4,66
1544,You,Ten Sharp,1991,174,90,41,-8,19,67,273,43,3,61
1545,Heal the World,Michael Jackson,1991,81,49,53,-8,10,10,384,54,5,68
1546,Bestel Mar (edit),Rowwen Hèze,1991,160,85,58,-7,12,91,187,7,10,48
1547,On Every Street,Dire Straits,1991,132,27,32,-11,17,15,302,58,4,56
1548,Give It Away,Red Hot Chili Peppers,1991,92,94,67,-10,15,78,283,0,5,73
1549,Four Seasons In One Day,Crowded House,1991,89,26,52,-17,9,49,170,82,3,51
1550,Walking in Memphis,Marc Cohn,1991,130,51,57,-9,30,33,253,55,4,69
1551,Learning To Fly,Tom Petty and the Heartbreakers,1991,117,77,65,-10,36,95,242,21,3,71
1552,Live And Let Die,Guns N' Roses,1991,153,78,26,-9,12,26,183,1,6,68
1553,In Bloom - Nevermind Version,Nirvana,1991,157,88,44,-5,21,51,255,0,6,64
1554,Weather With You,Crowded House,1991,94,61,64,-13,21,89,224,25,3,69
1555,Shiny Happy People,R.E.M.,1991,125,91,45,-4,23,81,226,3,4,70
1556,Stars,Simply Red,1991,104,82,72,-7,24,82,249,15,3,49
1557,I'm Going Slightly Mad - Remastered 2011,Queen,1991,116,83,64,-6,19,31,263,57,5,48
1558,On the Border - 2001 Remaster,Al Stewart,1991,98,64,48,-12,8,73,202,6,3,49
1559,Diamonds and Pearls,Prince,1991,81,55,55,-10,7,29,285,5,3,47
1560,I Can't Dance - 2007 Remaster,Genesis,1991,108,53,91,-9,5,90,241,50,5,54
1561,No Son of Mine - 2007 Remaster,Genesis,1991,104,60,66,-9,10,26,399,13,3,39
1562,I Can't Make You Love Me,Bonnie Raitt,1991,125,15,59,-17,24,11,333,85,3,66
1563,Love of the Common People,Paul Young,1991,91,61,74,-11,6,89,221,9,8,55
1564,Mysterious Ways,U2,1991,100,66,67,-8,11,70,244,0,3,63
1565,We Don't Need Another Hero (Thunderdome),Tina Turner,1991,99,67,69,-6,12,71,255,20,5,61
1566,Calling Elvis,Dire Straits,1991,120,57,61,-12,16,39,385,9,3,54
1567,Killing In The Name,Rage Against The Machine,1992,89,83,47,-4,3,66,314,3,30,78
1568,Fear of the Dark - 2015 Remaster,Iron Maiden,1992,110,87,31,-6,23,23,438,0,6,55
1569,Bed Of Roses,Bon Jovi,1992,165,60,31,-6,21,16,394,10,3,73
1570,Everybody Hurts,R.E.M.,1992,94,32,47,-10,12,17,320,62,3,74
1571,Kayleigh,Marillion,1992,106,67,56,-7,9,60,243,2,3,58
1572,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1992,94,52,56,-12,94,64,289,32,5,70
1573,I Will Always Love You,Whitney Houston,1992,67,21,31,-13,8,11,271,84,4,77
1574,Nightswimming,R.E.M.,1992,114,39,57,-11,10,57,258,80,3,62
1575,Conquest of Paradise,Vangelis,1992,74,30,43,-14,23,16,278,70,3,61
1576,Would?,Alice In Chains,1992,101,83,31,-8,9,59,207,0,4,71
1577,Friday I'm in Love,The Cure,1992,136,76,53,-12,34,51,214,0,3,67
1578,Sharp Dressed Man,ZZ Top,1992,125,77,65,-8,10,40,252,0,3,53
1579,Man On The Moon,R.E.M.,1992,119,70,67,-8,20,66,314,42,3,67
1580,Gimme All Your Lovin',ZZ Top,1992,120,79,66,-7,6,71,240,5,3,44
1581,What's Up?,4 Non Blondes,1992,134,56,56,-10,11,45,296,16,3,78
1582,Lavender,Marillion,1992,138,55,33,-6,9,23,224,31,3,51
1583,Plush - 2017 Remaster,Stone Temple Pilots,1992,144,94,43,-5,14,47,314,1,4,61
1584,Eloise,Barry Ryan,1992,131,59,43,-12,36,46,345,22,3,45
1585,Harvest Moon,Neil Young,1992,113,31,65,-12,12,41,303,53,3,71
1586,Drive,R.E.M.,1992,143,43,47,-12,23,24,271,18,3,62
1587,Remedy,The Black Crowes,1992,160,98,41,-4,8,35,323,0,5,56
1588,I've Got Dreams to Remember,Otis Redding,1992,142,28,39,-13,14,40,196,50,3,49
1589,Jump Around,House Of Pain,1992,107,71,85,-6,17,82,215,1,8,74
1590,Human Touch,Bruce Springsteen,1992,115,52,65,-14,10,45,389,0,3,58
1591,Vlieg Met Me Mee - Live,Paul de Leeuw,1992,176,47,35,-14,77,56,312,77,20,40
1592,In These Arms,Bon Jovi,1992,123,92,51,-3,21,46,319,1,6,59
